id,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags
"32","1785705881",毛泽东雕像,,,,,,,,"""historic""=>""monument"",""name:zh""=>""毛泽东雕像"",""name:zh-Hans""=>""毛泽东雕像"",""name:zh-Hant""=>""毛澤東雕像"""
"33","1785706317",中国银行,,,,,,,,"""amenity""=>""bank"",""brand""=>""中国银行"",""brand:en""=>""Bank of China"",""brand:wikidata""=>""Q790068"",""brand:wikipedia""=>""en:Bank of China"",""brand:zh""=>""中国银行"",""name:en""=>""Bank of China"",""name:zh""=>""中国银行"""
"34","1785707182",赛百味,,,,,,,,"""amenity""=>""fast_food"",""brand""=>""赛百味"",""brand:en""=>""Subway"",""brand:wikidata""=>""Q244457"",""brand:wikipedia""=>""zh:赛百味"",""brand:zh""=>""赛百味"",""cuisine""=>""sandwich"",""name:en""=>""Subway"",""name:zh""=>""赛百味"",""takeaway""=>""yes"""
"35","1785707951",肯德基,,,,,,,,"""amenity""=>""fast_food"",""brand""=>""肯德基"",""brand:en""=>""KFC"",""brand:wikidata""=>""Q524757"",""brand:wikipedia""=>""zh:肯德基"",""brand:zh""=>""肯德基"",""cuisine""=>""chicken"",""name:en""=>""KFC"",""name:zh""=>""肯德基"",""name:zh-Latn-pinyin""=>""Kěn Dé Jī"",""takeaw"
"36","1785711066",Clothing and Accesories Market,,,,,,,,"""name:de""=>""Golden Towers Liudaokou Kleidermarkt"",""name:en""=>""Golden Towers Clothing and Accesories Market"",""shop""=>""clothes"""
"37","1785712071",Train Tickets,,,,,,,,"""name:en""=>""Train Tickets"",""shop""=>""kiosk"""
"38","1785712687",Jinma Hotel,,,,,,,,"""name:en""=>""Jinma Hotel"",""tourism""=>""hotel"""
"39","1785714559",Here Cafe,,,,,,,,"""amenity""=>""cafe"",""name:en""=>""Here Cafe"""
"40","1787115358",中国建设银行,,,,,,,,"""amenity""=>""bank"",""brand""=>""中国建设银行"",""brand:en""=>""China Construction Bank"",""brand:wikidata""=>""Q26299"",""brand:wikipedia""=>""en:China Construction Bank"",""brand:zh""=>""中国建设银行"",""name:en""=>""China Construction Bank"",""name:zh""=>""中国建��"
"41","1787115896",兰州拉面,,,,,,,,"""amenity""=>""restaurant"",""name:zh""=>""兰州拉面"",""name:zh-Hans""=>""兰州拉面"",""name:zh-Hant""=>""蘭州拉麵"""
"42","1787291733",嘉和一品,,,,,,,,"""amenity""=>""restaurant"",""brand""=>""嘉和一品"",""brand:en""=>""PORRIDGE JIAHE"",""brand:wikidata""=>""Q108483822"",""brand:zh""=>""嘉和一品"",""cuisine""=>""chinese"",""name:en""=>""PORRIDGE JIAHE"",""name:zh""=>""嘉和一品"""
"43","1787292193",华为,,,,,,,,"""brand""=>""华为"",""brand:en""=>""Huawei"",""brand:wikidata""=>""Q160120"",""brand:zh""=>""华为"",""name:en""=>""Huawei"",""name:zh""=>""华为"",""shop""=>""mobile_phone"""
"44","1787294095",欢乐汇KTV,,,,,,,,"""amenity""=>""theatre"",""name:zh""=>""欢乐汇KTV"",""name:zh-Hans""=>""欢乐汇KTV"",""name:zh-Hant""=>""歡樂匯KTV"""
"45","1787497648",嘉华影院,,,,,,,,"""amenity""=>""cinema"",""name:zh""=>""嘉华影院"",""name:zh-Hans""=>""嘉华影院"",""name:zh-Hant""=>""嘉華影院"""
"46","1787497660",老水塔,,,,,,,tower,"""name:zh""=>""老水塔"",""name:zh-Hans""=>""老水塔"",""name:zh-Hant""=>""老水塔"""
"47","1787521170",奕品风尚干锅辣鸭头,,,,,,,,"""amenity""=>""restaurant"",""cuisine""=>""chinese"",""name:zh""=>""奕品风尚干锅辣鸭头"",""name:zh-Hans""=>""奕品风尚干锅辣鸭头"",""name:zh-Hant""=>""奕品風尚干鍋辣鴨頭"",""phone""=>""+86 10 8281 6759"""
"48","1790499033",中国农业大学东校区,,,,,,,,"""bus""=>""yes"",""name:zh""=>""中国农业大学东校区"",""name:zh-Hans""=>""中国农业大学东校区"",""name:zh-Hant""=>""中國農業大學東校區"",""public_transport""=>""stop_position"""
"49","1814111778",二里庄北口,,,,,,,,"""bus""=>""yes"",""name:zh""=>""二里庄北口"",""name:zh-Hans""=>""二里庄北口"",""name:zh-Hant""=>""二里莊北口"",""public_transport""=>""stop_position"""
"50","2101011227",望京东,,,,,,,,"""name:en""=>""Wangjing East"",""name:zh""=>""望京东"",""name:zh-Latn-pinyin""=>""Wàngjīngdōng"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
"51","2101011228",望京西,,,,,,,,"""name:en""=>""Wangjing West"",""name:zh""=>""望京西"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
"52","2101011229",望京,,,,,,,,"""name:en""=>""Wangjing"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
"53","2426943664",学知园,,,,,,,,"""bus""=>""yes"",""name:zh""=>""学知园"",""name:zh-Hans""=>""学知园"",""name:zh-Hant""=>""學知園"",""public_transport""=>""stop_position"""
"54","2426943667",学院路北口,,,,,,,,"""bus""=>""yes"",""name:zh""=>""学院路北口"",""name:zh-Hans""=>""学院路北口"",""name:zh-Hant""=>""學院路北口"",""public_transport""=>""stop_position"""
"55","2426943675",静淑苑,,,,,,,,"""bus""=>""yes"",""name:zh""=>""静淑苑"",""name:zh-Hans""=>""静淑苑"",""name:zh-Hant""=>""靜淑苑"",""public_transport""=>""stop_position"""
"56","2502434594",双泉堡,,,,,,,,"""bus""=>""yes"",""name:zh""=>""双泉堡"",""public_transport""=>""stop_position"""
"57","2621131368",桂林米粉,,,,,,,,"""amenity""=>""restaurant"",""name:zh""=>""桂林米粉"",""name:zh-Hans""=>""桂林米粉"",""name:zh-Hant""=>""桂林米粉"""
"58","2623025030",all day 24小时便利店,,,,,,,,"""name:zh""=>""all day 24小时便利店"",""name:zh-Hans""=>""all day 24小时便利店"",""name:zh-Hant""=>""all day 24小時便利商店"",""shop""=>""convenience"""
"59","2623025679",饭点儿串吧,,,,,,,,"""amenity""=>""restaurant"",""capacity""=>""100"",""cuisine""=>""chinese"",""name:zh""=>""饭点儿串吧"",""name:zh-Hans""=>""饭点儿串吧"",""name:zh-Hant""=>""飯點兒串吧"",""opening_hours""=>""10:00-24:00"""
"60","2783311652",上岛咖啡,,,,,,,,"""amenity""=>""cafe"",""name:zh""=>""上岛咖啡"",""name:zh-Hans""=>""上岛咖啡"",""name:zh-Hant""=>""上島咖啡"""
"61","2943228133",中国农业大学图书馆（东区）,,,,,,,,"""landuse""=>""residential"",""residential""=>""apartments"""
"62","3377339784",关庄,,,,,,,,"""name:en""=>""Guanzhuang"",""name:zh""=>""关庄"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
"63","3377339785",关庄,,,,,,,,"""name:en""=>""Guanzhuang"",""name:zh""=>""关庄"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
"64","3377339789",北沙滩,,,,,,,,"""name:en""=>""Beishatan"",""name:zh""=>""北沙滩"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
"65","3377339791",北沙滩,,,,,,,,"""name:en""=>""Beishatan"",""name:zh""=>""北沙滩"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
"66","3377339996",奥林匹克公园,,,,,,,,"""name:en""=>""Olympic Park"",""name:zh""=>""奥林匹克公园"",""name:zh-Hans""=>""奥林匹克公园"",""name:zh-Hant""=>""奧林匹克公園"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"",""wikidata""=>""Q7089092"",""wikipedia""=>""zh:奥林匹克"
"67","3377339999",安立路,,,,,,,,"""name:en""=>""Anlilu"",""name:zh""=>""安立路"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
"68","3377340003",奥林匹克公园,,,,,,,,"""name:en""=>""Olympic Park"",""name:zh""=>""奥林匹克公园"",""name:zh-Hans""=>""奥林匹克公园"",""name:zh-Hant""=>""奧林匹克公園"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"",""wikidata""=>""Q7089092"",""wikipedia""=>""zh:奥林匹克"
"69","3377340010",安立路,,,,,,,,"""name:en""=>""Anlilu"",""name:zh""=>""安立路"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
"70","3377340012",大屯路东,,,,,,,,"""name:en""=>""Datunlu East"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
"71","3377340016",大屯路东,,,,,,,,"""name:en""=>""Datunlu East"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
"72","3377341488",清华东路西口,,,,,,,,"""name:en""=>""Qinghuadongluxikou"",""name:ja""=>""清華東路西口"",""name:ja-Hira""=>""せいかとうろせいかとうろにしぐち"",""name:ko""=>""청화동로서구"",""name:zh""=>""清华东路西口"",""name:zh-Hans""=>""清华东路西口"",""name:zh-Hant""=>""清��"
"73","3377341491",清华东路西口,,,,,,,,"""name:en""=>""Qinghuadongluxikou"",""name:ja""=>""清華東路西口"",""name:ja-Hira""=>""せいかとうろせいかとうろにしぐち"",""name:ko""=>""청화동로서구"",""name:zh""=>""清华东路西口"",""name:zh-Hans""=>""清华东路西口"",""name:zh-Hant""=>""清��"
"74","3379245684",六道口,,,,,,,,"""name:en""=>""Liudaokou"",""name:zh""=>""六道口"",""name:zh-Hans""=>""六道口"",""name:zh-Hant""=>""六道口"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"",""wikidata""=>""Q18651655"",""wikipedia""=>""zh:六道口站"""
"75","3698246730",公交卡充值,,,,,,,,"""amenity""=>""cafe"",""name:zh""=>""公交卡充值"",""name:zh-Hans""=>""公交卡充值"",""name:zh-Hant""=>""公交卡充值"""
"76","3698246731",学院路社会服务中心,,,,,,,,"""amenity""=>""cafe"",""name:zh""=>""学院路社会服务中心"",""name:zh-Hans""=>""学院路社会服务中心"",""name:zh-Hant""=>""學院路社會服務中心"""
"77","3698246732",晋风庄园,,,,,,,,"""amenity""=>""restaurant"",""name:zh""=>""晋风庄园"",""name:zh-Hans""=>""晋风庄园"""
"78","3722961302",圣熙8号,,,,,,,,"""name:zh""=>""圣熙8号"",""name:zh-Hans""=>""圣熙8号"",""name:zh-Hant""=>""聖熙8號"",""shop""=>""mall"""
"79","3722962720",静淑东里小区,,,,,,,,"""building""=>""residential"",""name:zh""=>""静淑东里小区"",""name:zh-Hans""=>""静淑东里小区"",""name:zh-Hant""=>""靜淑東里小區"""
"80","4505488133",味多美,,,,,,,,"""brand""=>""味多美"",""brand:en""=>""Wedome"",""brand:wikidata""=>""Q96323645"",""brand:wikipedia""=>""zh:味多美"",""brand:zh""=>""味多美"",""name:en""=>""Wedome"",""name:zh""=>""味多美"",""shop""=>""bakery"""
"81","4505490788",中国联通,,,,,,,,"""brand""=>""中国联通"",""brand:en""=>""China Unicom"",""brand:wikidata""=>""Q1068485"",""brand:wikipedia""=>""zh:中国联通"",""brand:zh""=>""中国联通"",""name:en""=>""China Unicom"",""name:zh""=>""中国联通"",""office""=>""telecommunication"""
"82","4590728690",招商银行,,,,,,,,"""amenity""=>""bank"",""brand""=>""招商银行"",""brand:en""=>""China Merchants Bank"",""brand:wikidata""=>""Q1073327"",""brand:wikipedia""=>""en:China Merchants Bank"",""brand:zh""=>""招商银行"",""name:en""=>""China Merchants Bank"",""name:zh""=>""招商银行"""
"83","4603598893",宝岛眼镜,,,,,,,,"""brand""=>""宝岛眼镜"",""brand:wikidata""=>""Q62391741"",""brand:zh""=>""宝岛眼镜"",""name:zh""=>""宝岛眼镜"",""name:zh-Hans""=>""宝岛眼镜"",""name:zh-Hant""=>""寶島眼鏡"",""shop""=>""optician"""
"84","4603600794",全时,,,,,,,,"""name:zh""=>""全时"",""name:zh-Hans""=>""全时"",""name:zh-Hant""=>""全時"",""shop""=>""convenience"""
"85","4769095786",速8酒店,,,"67",,,,,"""addr:full""=>""北京市海淀区志新西路3-1号"",""branch""=>""北京学院路店"",""brand""=>""速8酒店"",""brand:en""=>""Super 8"",""brand:wikidata""=>""Q5364003"",""brand:wikipedia""=>""zh:速8酒店"",""brand:zh""=>""速8酒店"",""name:en""=>""Super 8"",""name:zh""=>""速8�"
"86","4810718017",萨莉亚,,,,,,,,"""addr:city""=>""北京"",""addr:street""=>""石板房南路"",""amenity""=>""restaurant"",""brand""=>""萨莉亚"",""brand:en""=>""Saizeriya"",""brand:wikidata""=>""Q886564"",""brand:wikipedia""=>""zh:萨莉亚"",""brand:zh""=>""萨莉亚"",""cuisine""=>""italian"",""name:en""=>""Saizeriya"","
"87","5061732521",Bunny Drop,,,,,,,,"""amenity""=>""restaurant"",""cuisine""=>""american"",""name:en""=>""Bunny Drop"""
"88","5671538340",工作区东门,,,,,,,,"""entrance""=>""emergency"",""name:zh""=>""工作区东门"",""name:zh-Hans""=>""工作区东门"",""name:zh-Hant""=>""工作區東門"""
"89","5671538345",石科院北门,,,,,,,,"""access""=>""permissive"",""entrance""=>""emergency"",""name:zh""=>""石科院北门"",""name:zh-Hans""=>""石科院北门"",""name:zh-Hant""=>""石科院北門"""
"90","5671590330",东南门,,,,,,,,"""access""=>""foot"",""entrance""=>""yes"",""name:zh""=>""东南门"",""name:zh-Hans""=>""东南门"",""name:zh-Hant""=>""東南門"""
"91","5671638103",石科院小卖部,,,,,,,,"""name:zh""=>""石科院小卖部"",""name:zh-Hans""=>""石科院小卖部"",""name:zh-Hant""=>""石科院小賣部"",""opening_hours""=>""Mo-Sa 08:00-18:00"",""payment:account_cards""=>""yes"",""shop""=>""supermarket"""
"92","5671677877",石科院工作区南门,,,,,,,,"""access""=>""permissive"",""entrance""=>""entrance"""
"93","5672637049",多用厅,,,,,,,,"""amenity""=>""social_centre"",""name:zh""=>""多用厅"",""name:zh-Hans""=>""多用厅"",""name:zh-Hant""=>""多用廳"""
"94","5672637050",工作区接待室/总值班室,,,,,,,,
"95","5672637051",工作区收发室,,,,,,,,
"96","5672637337",地下停车场,,,,,,,,"""amenity""=>""parking"",""name:zh""=>""地下停车场"",""name:zh-Hans""=>""地下停车场"",""name:zh-Hant""=>""地下停車場"""
"97","5672735859",图书馆,,,,,,,,"""access""=>""permissive"",""amenity""=>""library"""
"98","5687426565",六道口,,,,,,,,"""name:en""=>""Liudaokou"",""name:zh""=>""六道口"",""name:zh-Hans""=>""六道口"",""name:zh-Hant""=>""六道口"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"",""wikidata""=>""Q18651655"",""wikipedia""=>""zh:六道口站"""
"99","5687426566",六道口,,,,,,,,"""name:en""=>""Liudaokou"",""name:ru""=>""Людаокоу"",""name:zh""=>""六道口"",""name:zh-Hans""=>""六道口"",""name:zh-Hant""=>""六道口"",""public_transport""=>""station"",""railway""=>""station"",""station""=>""subway"",""subway""=>""yes"",""wheelchair""=>""yes"",""wikidata""=>""Q1"
"100","5770454055",近邻宝,,,,,,,,"""amenity""=>""post_office"",""name:zh""=>""近邻宝"",""name:zh-Hans""=>""近邻宝"",""name:zh-Hant""=>""近鄰寶"""
"101","6138924616",大华电子集团,,,,,,,,"""name:zh""=>""大华电子集团"",""name:zh-Hans""=>""大华电子集团"",""name:zh-Hant""=>""大華電子集團"",""office""=>""company"",""phone""=>""+86 10 6232 8805"""
"102","6138924617",云尊府(学清路店),,,,,,,,"""amenity""=>""restaurant"",""branch""=>""学清路店"",""cuisine""=>""chinese"",""name:zh""=>""云尊府(学清路店)"",""name:zh-Hans""=>""云尊府(学清路店)"",""name:zh-Hant""=>""雲尊府(學清路店)"",""phone""=>""+86 10 8814 4838"",""phone_1""=>""+86 010 88144839"""
"103","6138924618",三湘鮰头鱼,,,,,,,,"""amenity""=>""restaurant"",""cuisine""=>""chinese"",""name:zh""=>""三湘鮰头鱼"",""name:zh-Hans""=>""三湘鮰头鱼"",""name:zh-Hant""=>""三湘鮰頭魚"",""phone""=>""+86 136 0130 6206"""
"104","7509628835",赛百味,,,,,,,,"""amenity""=>""fast_food"",""brand""=>""赛百味"",""brand:en""=>""Subway"",""brand:wikidata""=>""Q244457"",""brand:wikipedia""=>""en:Subway (restaurant)"",""brand:zh""=>""赛百味"",""cuisine""=>""sandwich"",""name:en""=>""Subway"",""name:zh""=>""赛百味"",""takeaway""=>""yes"""
"105","7509628837",肯德基,,,,,,,,"""amenity""=>""fast_food"",""brand""=>""肯德基"",""brand:en""=>""KFC"",""brand:wikidata""=>""Q524757"",""brand:wikipedia""=>""en:KFC"",""brand:zh""=>""肯德基"",""cuisine""=>""chicken"",""name:en""=>""KFC"",""name:zh""=>""肯德基"",""takeaway""=>""yes"""
"106","7539337454",北京农商银行,,,,,,,,"""amenity""=>""bank"",""brand""=>""北京农商银行"",""brand:en""=>""Beijing Rural Commercial Bank"",""brand:wikidata""=>""Q10902046"",""brand:zh""=>""北京农商银行"",""name:en""=>""Beijing Rural Commercial Bank"",""name:zh""=>""北京农商银行"""
"107","7555123864",吉野家,,,,,,,,"""amenity""=>""fast_food"",""brand""=>""吉野家"",""brand:en""=>""Yoshinoya"",""brand:ja""=>""吉野家"",""brand:wikidata""=>""Q776272"",""brand:wikipedia""=>""ja:吉野家"",""brand:zh""=>""吉野家"",""brand:zh-Hans""=>""吉野家"",""brand:zh-Hant""=>""吉野家"",""cuisine""=>""beef_b"
"108","7555150957",好利来,,,,,,,,"""addr:housenumber""=>""1层"",""brand""=>""好利来"",""brand:en""=>""Holiland"",""brand:wikidata""=>""Q97862657"",""brand:zh""=>""好利来"",""name:en""=>""Holiland"",""name:zh""=>""好利来"",""shop""=>""bakery"""
"109","7697549599",学知园,,,,,,,,"""bus""=>""yes"",""name:zh""=>""学知园"",""name:zh-Hans""=>""学知园"",""name:zh-Hant""=>""學知園"",""public_transport""=>""stop_position"""
"110","7944774162",马路边边串串香,,,,,,,,"""amenity""=>""restaurant"",""name:zh""=>""马路边边串串香"",""name:zh-Hans""=>""马路边边串串香"",""name:zh-Hant""=>""馬路邊邊串串香"""
"111","7944774163",很久以前羊肉串,,,,,,,,"""amenity""=>""restaurant"",""brand""=>""很久以前羊肉串"",""brand:en""=>""Long Time Ago"",""brand:wikidata""=>""Q120070592"",""brand:zh""=>""很久以前羊肉串"",""cuisine""=>""chinese"",""name:en""=>""Long Time Ago"",""name:zh""=>""很久以前羊肉串"",""name:zh-Hans""=>""��"
"112","8015950292",西土城,,,,,,,,"""name:en""=>""Xitucheng"",""name:zh""=>""西土城"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
"113","8057418630",同仁堂,,,,,,,,"""amenity""=>""pharmacy"",""brand""=>""同仁堂"",""brand:en""=>""TongRenTang Pharmacy"",""brand:wikidata""=>""Q842099"",""brand:wikipedia""=>""en:Tong Ren Tang"",""brand:zh""=>""同仁堂"",""dispensing""=>""yes"",""healthcare""=>""pharmacy"",""name:en""=>""TongRenTang Pharmacy"",""name:z"
"114","8617086727",清河小营桥,,,,,,,,"""name:en""=>""Qinghe Xiaoying Bridge"",""name:zh""=>""清河小营桥"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
"115","8617086755",六道口,,,,,,,,"""name:en""=>""Liudaokou"",""name:zh""=>""六道口"",""name:zh-Hans""=>""六道口"",""name:zh-Hant""=>""六道口"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
"116","8617086766",西土城,,,,,,,,"""name:en""=>""Xitucheng"",""name:zh""=>""西土城"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
"117","9100397732",优享健身,,,,,,,,"""leisure""=>""fitness_centre"",""name:zh""=>""优享健身"",""name:zh-Hans""=>""优享健身"",""name:zh-Hant""=>""優享健身"""
"118","9699426471",二里庄,,,,,,,,"""bus""=>""yes"",""name:zh""=>""二里庄"",""public_transport""=>""stop_position"""
"119","9699426472",二里庄,,,,,,,,"""bus""=>""yes"",""name:zh""=>""二里庄"",""public_transport""=>""stop_position"""
"120","9699426473",二里庄,,,,,,,,"""bus""=>""yes"",""name:zh""=>""二里庄"",""public_transport""=>""stop_position"""
"121","9720586258",学院路北口,,,,,,,,"""bus""=>""yes"",""name:zh""=>""学院路北口"",""name:zh-Hans""=>""学院路北口"",""name:zh-Hant""=>""學院路北口"",""public_transport""=>""stop_position"""
"122","10080931635",石板房,,,,,,,,"""bus""=>""yes"",""name:zh""=>""石板房"",""name:zh-Hans""=>""石板房"",""name:zh-Hant""=>""石板房"",""public_transport""=>""stop_position"""
"123","10080961803",石板房,,,,,,,,"""bus""=>""yes"",""name:zh""=>""石板房"",""name:zh-Hans""=>""石板房"",""name:zh-Hant""=>""石板房"",""public_transport""=>""stop_position"""
"124","10080961806",静淑苑,,,,,,,,"""bus""=>""yes"",""name:zh""=>""静淑苑"",""name:zh-Hans""=>""静淑苑"",""name:zh-Hant""=>""靜淑苑"",""public_transport""=>""stop_position"""
"125","10213533504",双泉堡南,,,,,,,,"""bus""=>""yes"",""name:zh""=>""双泉堡南"",""name:zh-Hans""=>""双泉堡南"",""name:zh-Hant""=>""雙泉堡南"",""public_transport""=>""stop_position"""
"126","10610542853",学院桥,,,,,,,,"""name:en""=>""Xueyuan Bridge"",""name:zh""=>""学院桥"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
